CleansedReadCode,Term,Disease,SnomedCTConceptId
66H..13,Rheumatoid arthrit. monitoring,Rheumatoid Arthritis,275902004
7P20300,Delivery of rehabilitation for rheumatoid arthritis,Rheumatoid Arthritis,231041000000107
9mM..00,Rheumatoid arthritis monitoring invitation,Rheumatoid Arthritis,882321000000105
9mM0.00,Rheumatoid arthritis monitoring invitation first letter,Rheumatoid Arthritis,882401000000106
9mM1.00,Rheumatoid arthritis monitoring invitation second letter,Rheumatoid Arthritis,882421000000102
9mM2.00,Rheumatoid arthritis monitoring invitation third letter,Rheumatoid Arthritis,882441000000109
9mM3.00,Rheumatoid arthritis monitoring verbal invitation,Rheumatoid Arthritis,882461000000105
9mM4.00,Rheumatoid arthritis monitoring telephone invitation,Rheumatoid Arthritis,882481000000101
F371200,Polyneuropathy in rheumatoid arthritis,Rheumatoid Arthritis,193180002
F396400,Myopathy due to rheumatoid arthritis,Rheumatoid Arthritis,193250002
G5y8.00,Rheumatoid myocarditis,Rheumatoid Arthritis,195136004
G5yA.00,Rheumatoid carditis,Rheumatoid Arthritis,28880005
H570.00,Rheumatoid lung,Rheumatoid Arthritis,398726004
M154.00,Lupus erythematosus,Rheumatoid Arthritis,200936003
M154100,Discoid lupus erythematosus,Rheumatoid Arthritis,200938002
M154700,Subacute cutaneous lupus erythematosus,Rheumatoid Arthritis,239891002
M154z00,Lupus erythematosus NOS,Rheumatoid Arthritis,200936003
M160.00,Psoriatic arthropathy,Rheumatoid Arthritis,33339001
M160.11,Psoriatic arthritis,Rheumatoid Arthritis,33339001
M160000,Psoriasis spondylitica,Rheumatoid Arthritis,200956002
M160z00,Psoriatic arthropathy NOS,Rheumatoid Arthritis,33339001
N000.00,Systemic lupus erythematosus,Rheumatoid Arthritis,55464009
N001.12,Systemic sclerosis,Rheumatoid Arthritis,89155008
N001000,Progressive systemic sclerosis,Rheumatoid Arthritis,444133002
N001100,CREST syndrome,Rheumatoid Arthritis,31848007
N003.00,Dermatomyositis,Rheumatoid Arthritis,396230008
N003000,Juvenile dermatomyositis,Rheumatoid Arthritis,1212005
N003X00,"Dermatopolymyositis, unspecified",Rheumatoid Arthritis,419921000000105
N004.00,Polymyositis,Rheumatoid Arthritis,31384009
N005.00,Adult Still's Disease,Rheumatoid Arthritis,239920006
N04..00,Rheumatoid arthritis and other inflammatory polyarthropathy,Rheumatoid Arthritis,69896004
N04..11,Inflammatory polyarthropathy,Rheumatoid Arthritis,417373000
N040.00,Rheumatoid arthritis,Rheumatoid Arthritis,69896004
N040000,Rheumatoid arthritis of cervical spine,Rheumatoid Arthritis,201764007
N040100,Other rheumatoid arthritis of spine,Rheumatoid Arthritis,9631008
N040200,Rheumatoid arthritis of shoulder,Rheumatoid Arthritis,201766009
N040300,Rheumatoid arthritis of sternoclavicular joint,Rheumatoid Arthritis,201767000
N040400,Rheumatoid arthritis of acromioclavicular joint,Rheumatoid Arthritis,201768005
N040500,Rheumatoid arthritis of elbow,Rheumatoid Arthritis,201769002
N040600,Rheumatoid arthritis of distal radio-ulnar joint,Rheumatoid Arthritis,201770001
N040700,Rheumatoid arthritis of wrist,Rheumatoid Arthritis,201771002
N040800,Rheumatoid arthritis of MCP joint,Rheumatoid Arthritis,201772009
N040900,Rheumatoid arthritis of PIP joint of finger,Rheumatoid Arthritis,201773004
N040A00,Rheumatoid arthritis of DIP joint of finger,Rheumatoid Arthritis,201774005
N040B00,Rheumatoid arthritis of hip,Rheumatoid Arthritis,201775006
N040C00,Rheumatoid arthritis of sacro-iliac joint,Rheumatoid Arthritis,201776007
N040D00,Rheumatoid arthritis of knee,Rheumatoid Arthritis,201777003
N040E00,Rheumatoid arthritis of tibio-fibular joint,Rheumatoid Arthritis,201778008
N040F00,Rheumatoid arthritis of ankle,Rheumatoid Arthritis,201779000
N040G00,Rheumatoid arthritis of subtalar joint,Rheumatoid Arthritis,201780002
N040H00,Rheumatoid arthritis of talonavicular joint,Rheumatoid Arthritis,201781003
N040J00,Rheumatoid arthritis of other tarsal joint,Rheumatoid Arthritis,429192004
N040K00,Rheumatoid arthritis of 1st MTP joint,Rheumatoid Arthritis,201783000
N040L00,Rheumatoid arthritis of lesser MTP joint,Rheumatoid Arthritis,201784006
N040M00,Rheumatoid arthritis of IP joint of toe,Rheumatoid Arthritis,201785007
N040N00,Rheumatoid vasculitis,Rheumatoid Arthritis,400054000
N040P00,Seronegative rheumatoid arthritis,Rheumatoid Arthritis,239792003
N040Q00,Rheumatoid bursitis,Rheumatoid Arthritis,201788009
N040R00,Rheumatoid nodule,Rheumatoid Arthritis,33719002
N040S00,Rheumatoid arthritis - multiple joint,Rheumatoid Arthritis,287006005
N040T00,Flare of rheumatoid arthritis,Rheumatoid Arthritis,201791009
N041.00,Felty's syndrome,Rheumatoid Arthritis,57160007
N042.00,Other rheumatoid arthropathy + visceral/systemic involvement,Rheumatoid Arthritis,239793008
N042000,Rheumatic carditis,Rheumatoid Arthritis,23685000
N042100,Rheumatoid lung disease,Rheumatoid Arthritis,398726004
N042200,Rheumatoid nodule,Rheumatoid Arthritis,33719002
N042z00,Rheumatoid arthropathy + visceral/systemic involvement NOS,Rheumatoid Arthritis,239793008
N043.00,Juvenile rheumatoid arthritis - Still's disease,Rheumatoid Arthritis,410795001
N043000,Juvenile rheumatoid arthropathy unspecified,Rheumatoid Arthritis,410793008
N043100,Acute polyarticular juvenile rheumatoid arthritis,Rheumatoid Arthritis,75822003
N043200,Pauciarticular juvenile rheumatoid arthritis,Rheumatoid Arthritis,74391003
N043300,Monarticular juvenile rheumatoid arthritis,Rheumatoid Arthritis,201799006
N043z00,Juvenile rheumatoid arthritis NOS,Rheumatoid Arthritis,410795001
N044.00,Chronic post-rheumatic arthropathy,Rheumatoid Arthritis,84801008
N045.00,Other juvenile arthritis,Rheumatoid Arthritis,239796000
N045000,Juvenile ankylosing spondylitis,Rheumatoid Arthritis,239805001
N045100,Juvenile seronegative polyarthritis,Rheumatoid Arthritis,410797009
N045200,Juvenile arthritis in psoriasis,Rheumatoid Arthritis,239803008
N045300,Juvenile arthritis in Crohn's disease,Rheumatoid Arthritis,201805000
N045400,Juvenile arthritis in ulcerative colitis,Rheumatoid Arthritis,201807008
N045500,Juvenile rheumatoid arthritis,Rheumatoid Arthritis,410795001
N045600,Pauciarticular onset juvenile chronic arthritis,Rheumatoid Arthritis,74391003
N047.00,Seropositive errosive rheumatoid arthritis,Rheumatoid Arthritis,308143008
N04X.00,"Seropositive rheumatoid arthritis, unspecified",Rheumatoid Arthritis,239791005
N04y.00,Other specified inflammatory polyarthropathy,Rheumatoid Arthritis,3723001
N04y000,Rheumatoid lung,Rheumatoid Arthritis,398726004
N04y011,Caplan's syndrome,Rheumatoid Arthritis,398640008
N04y012,Fibrosing alveolitis associated with rheumatoid arthritis,Rheumatoid Arthritis,10713006
N04y100,Sero negative arthritis,Rheumatoid Arthritis,399112009
N04y200,Adult-onset Still's disease,Rheumatoid Arthritis,239920006
N04yz00,Other specified inflammatory polyarthropathy NOS,Rheumatoid Arthritis,417373000
N04z.00,Inflammatory polyarthropathy NOS,Rheumatoid Arthritis,417373000
N065.00,Unspecified polyarthropathy or polyarthritis,Rheumatoid Arthritis,36186002
N10..00,Inflammatory spondylopathies,Rheumatoid Arthritis,202649003
N20..00,Polymyalgia rheumatica,Rheumatoid Arthritis,65323003
N241.00,Myalgia and myositis unspecified,Rheumatoid Arthritis,203108005
N241100,Myositis unspecified,Rheumatoid Arthritis,26889001
N241200,Fibromyositis NOS,Rheumatoid Arthritis,24693007
N241z00,Myalgia or myositis NOS,Rheumatoid Arthritis,203113009
N362200,Swan-neck finger deformity,Rheumatoid Arthritis,23060008
Nyu1000,[X]Rheumatoid arthritis+involvement/other organs or systems,Rheumatoid Arthritis,239793008
Nyu1100,[X]Other seropositive rheumatoid arthritis,Rheumatoid Arthritis,239791005
Nyu1200,[X]Other specified rheumatoid arthritis,Rheumatoid Arthritis,69896004
Nyu1500,[X]Other juvenile arthritis,Rheumatoid Arthritis,239796000
Nyu1G00,"[X]Seropositive rheumatoid arthritis, unspecified",Rheumatoid Arthritis,239791005
E203.00,Obsessive-compulsive disorders,Obsessive Compulsive Disorder,191736004
E203.11,Anancastic neurosis,Obsessive Compulsive Disorder,191736004
E203000,Compulsive neurosis,Obsessive Compulsive Disorder,191737008
E203100,Obsessional neurosis,Obsessive Compulsive Disorder,191738003
E203z00,Obsessive-compulsive disorder NOS,Obsessive Compulsive Disorder,191736004
Eu42.00,[X]Obsessive - compulsive disorder,Obsessive Compulsive Disorder,191736004
Eu42.11,[X]Anankastic neurosis,Obsessive Compulsive Disorder,191736004
Eu42.12,[X]Obsessive-compulsive neurosis,Obsessive Compulsive Disorder,191736004
Eu42000,[X]Predominantly obsessional thoughts or ruminations,Obsessive Compulsive Disorder,67698009
Eu42100,[X]Predominantly compulsive acts [obsessional rituals],Obsessive Compulsive Disorder,67431008
Eu42200,[X]Mixed obsessional thoughts and acts,Obsessive Compulsive Disorder,191736004
Eu42y00,[X]Other obsessive-compulsive disorders,Obsessive Compulsive Disorder,191736004
Eu42z00,"[X]Obsessive-compulsive disorder, unspecified",Obsessive Compulsive Disorder,191736004
G10..00,Chronic rheumatic pericarditis,Recurrent pulmonary embolus,78069008
G102.00,Chronic rheumatic myopericarditis,Recurrent pulmonary embolus,756003
G501.00,Post infarction pericarditis,Recurrent pulmonary embolus,233885007
N000400,Systemic lupus erythematosus with pericarditis,Recurrent pulmonary embolus,309762007
7G09800,Cryotherapy to actinic keratosis,Actinic keratosis,445111008
M222.00,Senile keratoma,Actinic keratosis,201097003
M226.00,Solar keratosis,Actinic keratosis,201101007
M226.11,Actinic keratosis,Actinic keratosis,201101007
J614111,Autoimmune chronic active hepatitis,Autoimmune liver Disease,197284004
J616000,Primary biliary cirrhosis,Autoimmune liver Disease,31712002
J63B.00,Autoimmune hepatitis,Autoimmune liver Disease,408335007
J661700,Primary sclerosing cholangitis,Autoimmune liver Disease,197441003
7J20000,Primary laminectomy excision of cervical intervert disc,Disc Disorders,178518003
7J20100,Primary hemilaminectomy excision of cervical IV disc,Disc Disorders,178520000
7J20200,Primary fenestration excision of cervical intervert disc,Disc Disorders,31694007
7J20300,Primary anterior excis cervical IV disc & interbody fusion,Disc Disorders,265709001
7J20400,Primary posterior excision of cervical intervertebral disc,Disc Disorders,178523003
7J20600,Primary anterior excision of cervical intervertebr disc NEC,Disc Disorders,448206004
7J20700,Primary microdiscectomy of cervical intervertebral disc,Disc Disorders,178526006
7J20.00,Primary excision of cervical intervertebral disc,Disc Disorders,178517008
7J20800,Primary laser excision of cervical intervertebral disc,Disc Disorders,307721006
7J20y00,Primary excision of cervical intervertebral disc OS,Disc Disorders,178517008
7J20z00,Primary excision of cervical intervertebral disc NOS,Disc Disorders,178517008
7J21000,Revisional laminectomy excision of cervical intervert disc,Disc Disorders,178531008
7J21100,Revisional hemilaminectomy excision cervical intervert disc,Disc Disorders,178532001
7J21200,Revisional fenestration excision of cervical intervert disc,Disc Disorders,178533006
7J21300,Revision anterior excision cervical disc and fusion,Disc Disorders,178534000
7J21400,Revisional posterior excision of cervical intervert disc NEC,Disc Disorders,178530009
7J21600,Revisional anterior excision cervical intervert disc NEC,Disc Disorders,178530009
7J21700,Revisional microdiscectomy of cervical intervertebral disc,Disc Disorders,178538002
7J21.00,Revisional excision of cervical intervertebral disc ops,Disc Disorders,178530009
7J21y00,Revisional excision of cervical intervertebral disc OS,Disc Disorders,178530009
7J21z00,Revisional excision of cervical intervertebral disc NOS,Disc Disorders,178530009
7J23000,Primary anterior excision thoracic disc and fusion,Disc Disorders,178551007
7J23100,Primary anterolateral excision thoracic intervert disc NEC,Disc Disorders,273995009
7J23200,Primary costotransversectomy of thoracic intervertebral disc,Disc Disorders,178553005
7J23300,Primary posterior decompression of thoracic disc,Disc Disorders,178554004
7J23400,Primary anterolateral biopsy of thoracic intervertebral disc,Disc Disorders,178555003
7J23900,Excision of thoracic intervertebral disc NEC,Disc Disorders,302481001
7J23w00,Primary excision of thoracic intervertebral disc OS,Disc Disorders,273995009
7J23x00,Primary excision of thoracic intervertebral disc NOS,Disc Disorders,273995009
7J24600,Revisional excision of thoracic intervertebral disc NEC,Disc Disorders,273996005
7J24A00,Revis anterol exc thoracic intervertebral disc graft HFQ,Disc Disorders,273996005
7J24B00,Revision percutan endosc exc thoracic intervertebral disc,Disc Disorders,230601000000107
7J24x00,Revisional excision thoracic intervertebral disc NOS,Disc Disorders,273996005
7J27000,Prosthetic replacement of cervical intervertebral disc,Disc Disorders,427424009
7J27200,Prosthetic replacement of lumbar intervertebral disc,Disc Disorders,425594003
7J32000,Primary laminectomy excision of lumbar intervertebral disc,Disc Disorders,178619000
7J32100,Primary fenestration excision of lumbar disc,Disc Disorders,178620006
7J32111,Primary fenestration of lumbar intervertebral disc,Disc Disorders,178620006
7J32200,Primary anterior excision of lumbar disc and fusion,Disc Disorders,265714002
7J32211,Freebody anterior excision lumbar IV disc & interbody fusion,Disc Disorders,265714002
7J32300,Primary anterior excision of lumbar disc NEC,Disc Disorders,178618008
7J32400,Primary anterior excision of lumbar disc and posterior fusn,Disc Disorders,178623008
7J32500,Primary ant excision lumbar disc+post instrumentation,Disc Disorders,178624002
7J32600,Primary lumbar microdiscectomy,Disc Disorders,178625001
7J32700,Primary posterior excision of lumbar disc,Disc Disorders,178626000
7J32.00,Primary lumbar discectomy,Disc Disorders,178618008
7J32.11,Primary excision of lumbar intervertebral disc,Disc Disorders,178618008
7J32.12,Primary removal of lumbar intervertebral disc,Disc Disorders,178618008
7J32800,Primary laser excision of lumbar intervertebral disc,Disc Disorders,307720007
7J32900,Primary percutaneous intradiscal lumbar discectomy,Disc Disorders,309702009
7J32y00,Other specified primary lumbar discectomy,Disc Disorders,178618008
7J32z00,Primary excision of lumbar intervertebral disc NOS,Disc Disorders,178618008
7J33000,Revisional laminectomy excision of lumbar intervert disc,Disc Disorders,178632005
7J33100,Revisional fenestration excision of lumbar intervert disc,Disc Disorders,178633000
7J33200,Revisional anterior excision of lumbar disc and fusion,Disc Disorders,178634006
7J33400,Revisional anterior excision of lumbar disc and post fusion,Disc Disorders,265715001
7J33411,Revisional anterior excision of lumbar disc and post fusion,Disc Disorders,265715001
7J33600,Revisional lumbar microdiscectomy,Disc Disorders,178638009
7J33700,Revisional posterior excision of lumbar disc,Disc Disorders,178639001
7J33.00,Revisional lumbar discectomy,Disc Disorders,178631003
7J33.11,Revisional excision of lumbar intervertebral disc,Disc Disorders,178631003
7J33.12,Revisional removal of lumbar intervertebral disc,Disc Disorders,178631003
7J33y00,Other specified revisional lumbar discectomy,Disc Disorders,178631003
7J33z00,Revisional excision of lumbar intervertebral disc NOS,Disc Disorders,178631003
7J4H000,Primary automated percutan mech excis cerv intervert disc,Disc Disorders,238001000000100
7J4J000,Revisional automated percutan mech exc cerv intervert disc,Disc Disorders,707838007
7J4K000,Primary percutaneous decompres coblat cerv intervert disc,Disc Disorders,238281000000103
7J4L000,Revisional percutaneous decompres coblat cerv intervert disc,Disc Disorders,236631000000103
7J4M000,Primary percut intrad radio thermocoag cerv intervert disc,Disc Disorders,429558007
F163000,Myelopathy due to intervertebral disc disease,Disc Disorders,192905004
F337100,Nerve root and plexus compressions in intervert disc disord,Disc Disorders,193119005
N120.00,Cervical disc displacement without myelopathy,Disc Disorders,267974002
N120.11,Prolapsed cervical intervertebral disc without myelopathy,Disc Disorders,267974002
N120.12,Cervical disc displacement,Disc Disorders,240215009
N121.00,Thoracic disc displacement without myelopathy,Disc Disorders,202707000
N121.11,Prolapsed thoracic intervertebral disc without myelopathy,Disc Disorders,202707000
N122.00,Lumbar disc displacement,Disc Disorders,202708005
N122.11,Prolapsed lumbar intervertebral disc,Disc Disorders,202708005
N123.00,"Disc displacement, site unspecified, without myelopathy",Disc Disorders,240213002
N123.11,Intervertebral disc prolapse NOS,Disc Disorders,73589001
N123.12,Prolapsed intervertebral disc without myelopathy,Disc Disorders,240213002
N124000,Schmorl's nodes of unspecified region,Disc Disorders,45181002
N124100,Schmorl's nodes of the thoracic region,Disc Disorders,86804002
N124200,Schmorl's nodes of the lumbar region,Disc Disorders,29574001
N124.00,Schmorl's nodes,Disc Disorders,45181002
N124z00,"Schmorl's nodes, region NOS",Disc Disorders,45181002
N125.00,Cervical disc degeneration,Disc Disorders,69195002
N126.00,Thoracic disc degeneration,Disc Disorders,68675004
N127.00,Lumbar disc degeneration,Disc Disorders,26538006
N128.00,Degenerative disc disease NOS,Disc Disorders,77547008
N129000,Unspecified disc disorder with myelopathy,Disc Disorders,267976000
N129100,Cervical disc disorder with myelopathy,Disc Disorders,202717005
N129200,Thoracic disc disorder with myelopathy,Disc Disorders,202718000
N129300,Lumbar disc disorder with myelopathy,Disc Disorders,202719008
N129.00,Disc disorder with myelopathy,Disc Disorders,267976000
N129.11,Prolapsed intervertebral disc with associated myelopathy,Disc Disorders,202728009
N129z00,Disc disorder with myelopathy NOS,Disc Disorders,267976000
N12B000,Cervical disc prolapse with myelopathy,Disc Disorders,202729001
N12B100,Thoracic disc prolapse with myelopathy,Disc Disorders,202730006
N12B200,Lumbar disc prolapse with myelopathy,Disc Disorders,202731005
N12B.00,Disc prolapse with myelopathy,Disc Disorders,202728009
N12C000,Cervical disc prolapse with radiculopathy,Disc Disorders,202733008
N12C100,Thoracic disc prolapse with radiculopathy,Disc Disorders,202734002
N12C200,Lumbar disc prolapse with radiculopathy,Disc Disorders,202735001
N12C300,Lumbar disc prolapse with cauda equina compression,Disc Disorders,202736000
N12C400,Prolapsed lumbar intervertebral disc with sciatica,Disc Disorders,311804006
N12C.00,Disc prolapse with radiculopathy,Disc Disorders,202732003
N12..00,Intervertebral disc disorders,Disc Disorders,36427004
N12z000,Other disc disorders of unspecified site,Disc Disorders,36427004
N12z100,Other cervical disc disorders,Disc Disorders,425878001
N12z200,Other thoracic disc disorders,Disc Disorders,36427004
N12z300,Other lumbar disc disorders,Disc Disorders,443700006
N12z500,Annular tear of cervical disc,Disc Disorders,202745004
N12z600,Resorption of cervical disc,Disc Disorders,202746003
N12z700,Calcification of cervical disc,Disc Disorders,202747007
N12z900,Annular tear of thoracic disc,Disc Disorders,202749005
N12zB00,Calcification of thoracic disc,Disc Disorders,202751009
N12zD00,Annular tear of lumbar disc,Disc Disorders,202753007
N12zE00,Resorption of lumbar disc,Disc Disorders,202754001
N12zF00,Calcification of lumbar disc,Disc Disorders,202755000
N12zH00,Cervical disc disorder with radiculopathy,Disc Disorders,202757008
N12z.00,Other and unspecified disc disorders,Disc Disorders,36427004
N12zz00,Disc disorders NOS,Disc Disorders,36427004
Nyu7000,[X]Other cervical disc displacement,Disc Disorders,73589001
Nyu7100,[X]Other cervical disc degeneration,Disc Disorders,69195002
Nyu7200,[X]Other cervical disc disorders,Disc Disorders,425878001
Nyu7300,[X]Lumbar+other intervertebral disc disordrs with myelopathy,Disc Disorders,36427004
Nyu7400,[X]Lumbar+other intervertbrl disc disordrs with radiculopthy,Disc Disorders,202732003
Nyu7500,[X]Other specified intervertebral disc displacement,Disc Disorders,73589001
Nyu7600,[X]Other specified intervertebral disc degeneration,Disc Disorders,77547008
Nyu7700,[X]Other specified intervertebral disc disorders,Disc Disorders,36427004
Nyu7B00,"[X]Cervical disc disorder, unspecified",Disc Disorders,425878001
Zw04000,[Q] Central disc prolapse,Disc Disorders,417971000000103
Zw04100,[Q] Posterolateral disc prolapse,Disc Disorders,430611000000108
Zw04200,[Q] Sequestrated disc prolapse,Disc Disorders,428921000000107
8HlL.00,Referral for chronic fatigue syndrome activity management,Chronic Fatigue Syndrome,522991000000100
8HlL.11,Referral for myalgic encephalopathy activity management,Chronic Fatigue Syndrome,522991000000100
8Q1..00,Activity management for chronic fatigue syndrome,Chronic Fatigue Syndrome,372601000000101
8Q1..11,Activity management for myalgic encephalopathy,Chronic Fatigue Syndrome,372601000000101
E205.00,Neurasthenia - nervous debility,Chronic Fatigue Syndrome,78667006
Eu46000,[X]Neurasthenia,Chronic Fatigue Syndrome,78667006
Eu46011,[X]Fatigue syndrome,Chronic Fatigue Syndrome,84229001
F03y.12,Myalgic encephalomyelitis,Chronic Fatigue Syndrome,52702003
F286000,Mild chronic fatigue syndrome,Chronic Fatigue Syndrome,377181000000104
F286100,Moderate chronic fatigue syndrome,Chronic Fatigue Syndrome,377171000000101
F286200,Severe chronic fatigue syndrome,Chronic Fatigue Syndrome,377161000000108
F286.00,Chronic fatigue syndrome,Chronic Fatigue Syndrome,52702003
F286.11,CFS - Chronic fatigue syndrome,Chronic Fatigue Syndrome,52702003
F286.12,Postviral fatigue syndrome,Chronic Fatigue Syndrome,51771007
F286.13,PVFS - Postviral fatigue syn,Chronic Fatigue Syndrome,51771007
F286.14,Post-viral fatigue syndrome,Chronic Fatigue Syndrome,51771007
F286.15,Myalgic encephalomyelitis,Chronic Fatigue Syndrome,52702003
F286.16,ME - Myalgic encephalomyelitis,Chronic Fatigue Syndrome,52702003
N239.00,Fibromyalgia,Chronic Fatigue Syndrome,203082005
N240100,Fibrositis unspecified,Chronic Fatigue Syndrome,56557000
N240500,Fibrositis of neck,Chronic Fatigue Syndrome,203104007
N240600,Fibrositis arm,Chronic Fatigue Syndrome,203105008
N248.00,Fibromyalgia,Chronic Fatigue Syndrome,203082005
R007400,[D]Postviral (asthenic) syndrome,Chronic Fatigue Syndrome,51771007
R007411,[D]Post viral debility,Chronic Fatigue Syndrome,51771007
7Q04100,Amyotrophic lateral sclerosis drugs Band 1,Motor neurone Disease (MND),221551000000100
F152000,Amyotrophic lateral sclerosis,Motor neurone Disease (MND),86044005
F152100,Progressive muscular atrophy,Motor neurone Disease (MND),88923002
F152111,Duchenne Aran muscular atrophy,Motor neurone Disease (MND),88923002
F152200,Progressive bulbar palsy,Motor neurone Disease (MND),54304004
F152300,Pseudobulbar palsy,Motor neurone Disease (MND),7379000
F152400,Primary lateral sclerosis,Motor neurone Disease (MND),81211007
F152.00,Motor neurone disease,Motor neurone Disease (MND),37340000
F152z00,Motor neurone disease NOS,Motor neurone Disease (MND),37340000
F15..00,Anterior horn cell disease,Motor neurone Disease (MND),85672005
F15y.00,Other anterior horn cell disease,Motor neurone Disease (MND),85672005
F15z.00,Anterior horn cell disease NOS,Motor neurone Disease (MND),85672005
F131000,Benign essential tremor,Benign tremor,609558009
F131100,Familial tremor,Benign tremor,609559001
J521.11,Irritable bowel syndrome,Irritable Bowel Syndrome,10743008
J521.00,Irritable colon - Irritable bowel syndrome,Irritable Bowel Syndrome,10743008
Eu45324,[X]Psychogenic IBS,Irritable Bowel Syndrome,231517009
J521000,Irritable bowel syndrome with diarrhoea,Irritable Bowel Syndrome,197125005
14F1.00,H/O: eczema,Dermatitis atopic contact,161561009
26C4.00,Nipple eczema,Dermatitis atopic contact,237463009
3355,,Dermatitis atopic contact,
C391211,Thrombocytopenic eczema with immunodeficiency,Dermatitis atopic contact,36070007
F4D3000,Eczematous eyelid dermatitis,Dermatitis atopic contact,93423006
F4D3100,Contact or allergic eyelid dermatitis,Dermatitis atopic contact,267648006
F4D3111,Allergic dermatitis - eyelid,Dermatitis atopic contact,68670009
F4D3112,Contact eczema - eyelids,Dermatitis atopic contact,267648006
F4D4.00,Infective eyelid dermatitis of types resulting in deformity,Dermatitis atopic contact,71577007
F4D5.00,Other eyelid infective dermatitis,Dermatitis atopic contact,27023008
F502400,Acute eczematoid otitis extern,Dermatitis atopic contact,54272002
F502411,Eczema of external ear,Dermatitis atopic contact,95812002
H330.00,Extrinsic (atopic) asthma,Dermatitis atopic contact,389145006
M07y.11,Pustular eczema,Dermatitis atopic contact,123700004
M07z.14,Infected dermatitis,Dermatitis atopic contact,703938007
M102.00,Infectious eczematoid dermatitis,Dermatitis atopic contact,414492009
M102.11,Pustular eczema,Dermatitis atopic contact,123700004
M104.00,Pityriasis simplex,Dermatitis atopic contact,200767005
M11..00,Atopic dermatitis and related conditions,Dermatitis atopic contact,24079001
M111.00,Atopic dermatitis/eczema,Dermatitis atopic contact,24079001
M1...11,Dermatitis/dermatoses,Dermatitis atopic contact,703938007
M112.00,Infantile eczema,Dermatitis atopic contact,90823000
M113.00,Flexural eczema,Dermatitis atopic contact,57092006
M114.00,Allergic (intrinsic) eczema,Dermatitis atopic contact,24079001
M115.00,Besnier's prurigo,Dermatitis atopic contact,200773006
M116.00,Neurodermatitis - diffuse,Dermatitis atopic contact,238585003
M116.11,Brocq's neurodermatitis,Dermatitis atopic contact,238585003
M117.00,Neurodermatitis - atopic,Dermatitis atopic contact,200775004
M119.00,Discoid eczema,Dermatitis atopic contact,81418003
M11A.00,Asteatotic eczema,Dermatitis atopic contact,201077008
M11z.00,Atopic dermatitis NOS,Dermatitis atopic contact,24079001
M120.00,Contact dermatitis due to detergents,Dermatitis atopic contact,30451004
M12..00,Contact dermatitis and other eczemas,Dermatitis atopic contact,40275004
M121.00,Contact dermatitis due to oils and greases,Dermatitis atopic contact,267793005
M12..11,Contact dermatitis,Dermatitis atopic contact,40275004
M121.11,Grease contact dermatitis,Dermatitis atopic contact,238568000
M121.12,Oil contact dermatitis,Dermatitis atopic contact,238569008
M12..12,Contact eczema,Dermatitis atopic contact,40275004
M12..13,Occupational dermatitis,Dermatitis atopic contact,238578002
M122000,Contact dermatitis due to chlorocompound,Dermatitis atopic contact,200784004
M122.00,Contact dermatitis due to solvents,Dermatitis atopic contact,23012005
M122100,Contact dermatitis due to cyclohexane,Dermatitis atopic contact,200785003
M122300,Contact dermatitis due to glycol,Dermatitis atopic contact,200787006
M122z00,Contact dermatitis due to solvent NOS,Dermatitis atopic contact,23012005
M123000,Contact dermatitis due to arnica,Dermatitis atopic contact,40712008
M123.00,Contact dermatitis due to drugs and medicaments,Dermatitis atopic contact,86062001
M123100,Contact dermatitis due to fungicides,Dermatitis atopic contact,17946007
M123200,Contact dermatitis due to iodine,Dermatitis atopic contact,83150005
M123300,Contact dermatitis due to keratolytics,Dermatitis atopic contact,200794009
M123400,Contact dermatitis due to mercurials,Dermatitis atopic contact,81581001
M123500,Contact dermatitis due to neomycin,Dermatitis atopic contact,32371003
M123600,Contact dermatitis due to pediculocides,Dermatitis atopic contact,72057009
M123700,Contact dermatitis due to phenols,Dermatitis atopic contact,111190006
M123800,Contact dermatitis due to scabicides,Dermatitis atopic contact,26532007
M123z00,Contact dermatitis due to medicament NOS,Dermatitis atopic contact,86062001
M124000,Contact dermatitis due to acids,Dermatitis atopic contact,200802008
M124.00,Contact dermatitis due to other chemical products,Dermatitis atopic contact,291000119100
M124100,Contact dermatitis due to adhesive plaster,Dermatitis atopic contact,77560002
M124111,Elastoplast contact dermatitis,Dermatitis atopic contact,238570009
M124200,Contact dermatitis due to alkalis,Dermatitis atopic contact,200804009
M124300,Contact dermatitis due to caustics,Dermatitis atopic contact,200805005
M124400,Contact dermatitis due to dichromate,Dermatitis atopic contact,42733007
M124500,Contact dermatitis due to insecticide,Dermatitis atopic contact,111192003
M124600,Contact dermatitis due to nylon,Dermatitis atopic contact,83508001
M124700,Contact dermatitis due to plastic,Dermatitis atopic contact,31948006
M124800,Contact dermatitis due to rubber,Dermatitis atopic contact,46240005
M124z00,Contact dermatitis: other chemicals NOS,Dermatitis atopic contact,291000119100
M125000,Contact dermatitis due to cereals,Dermatitis atopic contact,49186001
M125.00,Contact dermatitis due to food in contact with skin,Dermatitis atopic contact,67445002
M125100,Contact dermatitis due to fish,Dermatitis atopic contact,36530008
M125200,Contact dermatitis due to flour,Dermatitis atopic contact,55934006
M125300,Contact dermatitis due to fruit,Dermatitis atopic contact,18793008
M125400,Contact dermatitis due to meat,Dermatitis atopic contact,72921001
M125500,Contact dermatitis due to milk,Dermatitis atopic contact,65129009
