Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions
Hypertension,161501007,14A2.,efi-hypertension,H/O: hypertension,,,
Hypertension,170577003,6627,efi-hypertension,Good hypertension control,,,
Hypertension,170578008,6628,efi-hypertension,Poor hypertension control,,,
Hypertension,170586008,662F.,efi-hypertension,Hypertension treatm. started,,,
Hypertension,183856001,8HT5.,efi-hypertension,Referral to hypertension clinic,,,
Hypertension,185264001,9N1y2,efi-hypertension,Seen in hypertension clinic,,,
Hypertension,19144002,F404200,mar-hypertension,blind hypertensive eye,,,
Hypertension,6962006,F4211,efi-hypertension,Hypertensive retinopathy,,,
Hypertension,95691008,F4211,efi-hypertension,Hypertensive retinopathy,,,
Hypertension,38341003,G2...,efi-hypertension,Hypertensive disease,,,
Hypertension,24184005,G20..11,mar-hypertension,high blood pressure,,,
Hypertension,78975002,G200.00,mar-hypertension,malignant essential hypertension,,,
Hypertension,1201005,G201.,efi-hypertension,Benign essential hypertension,,,
Hypertension,56218007,G202.00,mar-hypertension,systolic hypertension,,,
Hypertension,48146000,G203.00,mar-hypertension,diastolic hypertension,,,
Hypertension,59621000,G20z.11,mar-hypertension,hypertension nos,,,
Hypertension,64715009,G21..00,mar-hypertension,hypertensive heart disease,,,
Hypertension,54225002,G210.00,mar-hypertension,malignant hypertensive heart disease,,,
Hypertension,36315003,G210000,mar-hypertension,malignant hypertensive heart disease without ccf,,,
Hypertension,83105008,G210100,mar-hypertension,malignant hypertensive heart disease with ccf,,,
Hypertension,56265001,G210z00,mar-hypertension,malignant hypertensive heart disease nos,,,
Hypertension,36221001,G211.00,mar-hypertension,benign hypertensive heart disease,,,
Hypertension,77970009,G211000,mar-hypertension,benign hypertensive heart disease without ccf,,,
Hypertension,194767001,G211100,mar-hypertension,benign hypertensive heart disease with ccf,,,
Hypertension,275516004,G21z000,mar-hypertension,hypertensive heart disease nos without ccf,,,
Hypertension,38481006,G22..00,mar-hypertension,hypertensive renal disease,,,
Hypertension,65443008,G220.00,mar-hypertension,malignant hypertensive renal disease,,,
Hypertension,193003,G221.00,mar-hypertension,benign hypertensive renal disease,,,
Hypertension,49220004,G222.00,mar-hypertension,hypertensive renal disease with renal failure,,,
Hypertension,86234004,G23..00,mar-hypertension,hypertensive heart and renal disease,,,
Hypertension,66610008,G230.00,mar-hypertension,malignant hypertensive heart and renal disease,,,
Hypertension,66052004,G231.00,mar-hypertension,benign hypertensive heart and renal disease,,,
Hypertension,194779001,G232.00,mar-hypertension,hypertensive heart&renal dis wth (congestive) heart failure,,,
Hypertension,194780003,G233.00,mar-hypertension,hypertensive heart and renal disease with renal failure,,,
Hypertension,31992008,G24..,efi-hypertension,Secondary hypertension,,,
Hypertension,194783001,G240000,mar-hypertension,secondary malignant renovascular hypertension,,,
Hypertension,89242004,G240z00,mar-hypertension,secondary malignant hypertension nos,,,
Hypertension,194785008,G241.,efi-hypertension,Secondary benign hypertension,,,
Hypertension,73410007,G241000,mar-hypertension,secondary benign renovascular hypertension,,,
Hypertension,194788005,G244.,efi-hypertension,Hypertension secondary to endocrine disorders,,,
Hypertension,123799005,G24z0,efi-hypertension,Secondary renovascular hypertension NOS,,,
Hypertension,194791005,G24z100,mar-hypertension,hypertension secondary to drug,,,
Hypertension,843821000000102,G25..11,mar-hypertension,stage 1 hypertension,,,
Hypertension,843841000000109,G26..00,mar-hypertension,severe hypertension (nat inst for health clinical ex 2011),,,
Hypertension,845891000000103,G27..00,mar-hypertension,hypertension resistant to drug therapy,,,
Hypertension,50490005,G672.00,mar-hypertension,hypertensive encephalopathy,,,
Hypertension,471521000000108,Gyu2.,,[X]Hypertensive diseases,,,
Hypertension,697930002,Xa0Cs,efi-hypertension,Labile hypertension,,,
Hypertension,302192008,Xa8HD,efi-hypertension,On treatment for hypertension,,,
Hypertension,401117004,XaIy8,efi-hypertension,Moderate hypertension control,,,
Hypertension,401047000,XaIyC,efi-hypertension,Hypertension treatment refused,,,
Hypertension,717311000000102,XaJ4P,efi-hypertension,Exception reporting: hypertension quality indicators,,,
Hypertension,716821000000100,XaJ4e,efi-hypertension,Excepted from hypertension qual indicators: Patient unsuit,,,
Hypertension,716771000000106,XaJ4f,efi-hypertension,Excepted from hypertension qual indicators: Informed dissent,,,
Hypertension,736286003,XaJYi,efi-hypertension,Hypertension clinical management plan,,,
Hypertension,412779008,XaJYi,efi-hypertension,Hypertension clinical management plan,,,
Hypertension,443402002,XaQaV,efi-hypertension,Lifestyle advice regarding hypertension,,,
Hypertension,846371000000103,XaZbz,,Stge 2 hypertensin (NICE 2011),,,
Hypertension,697929007,Ya1FK,qof-hypertension,Labile hypertension,,,
Hypertension,70272006,Ya64p,qof-hypertension,Malignant hypertension,,,
Hypertension,48194001,YaQxL,qof-hypertension,GH - Gestational hypertension,,,
Hypertension,307632004,YaQxL,qof-hypertension,GH - Gestational hypertension,,,
Hypertension,863191000000102,Yavt7,qof-hypertension,Nocturnal hypertension,,,
Hypertension,908631000000108,Yawxk,qof-hypertension,Stage 1 hyp wo ev end org dmge,,,
Hypertension,163020007,,CALIBER,O/E - blood pressure reading,,,3 reading equal to or greater than 140 systolic OR 90 diastolic EVER
Hypertension,163031004,,CALIBER,O/E - Diastolic BP reading,,,3 readings equal to or greater than 90 EVER
Hypertension,163030003,,,O/E - Systolic BP reading,,,3 readings equal to or greater than 140 EVER
Hypertension,163033001,,CALIBER,Lying blood pressure reading,,,3 readings equal to or greater than 140 systolic OR 90 diastolic EVER
Hypertension,163034007,,CALIBER,Standing blood pressure reading,,,3 reading equal to or greater than 140 systolic OR 90 diastolic EVER
Hypertension,163035008,,CALIBER,Sitting blood pressure reading,,,3 reading equal to or greater than 140 systolic OR 90 diastolic EVER
Hypertension,400974009,,CALIBER,Standing systolic blood pressure,,,3 readings equal to or greater than 140 EVER
Hypertension,400975005,,CALIBER,Standing diastolic blood pressure,,,3 readings equal to or greater than 90 EVER
Hypertension,407554009,,CALIBER,Sitting systolic blood pressure,,,3 readings equal to or greater than 140 EVER
Hypertension,407555005,,CALIBER,Sitting diastolic blood pressure,,,3 readings equal to or greater than 90 EVER
Hypertension,407556006,,CALIBER,Lying systolic blood pressure,,,3 readings equal to or greater than 140 EVER
Hypertension,407557002,,CALIBER,Lying diastolic blood pressure,,,3 readings equal to or greater than 90 EVER
Hypertension,38341003,,CALIBER,BP - hypertensive disease,,,
Hypertension,59621000,,CALIBER,High blood pressure,,,
Hypertension,24184005,,CALIBER,High blood pressure,,,
Hypertension,413605002,,CALIBER,Average home diastolic blood pressure,,,Equal to or greater than 85
Hypertension,413606001,,CALIBER,Average home systolic blood pressure,,,Equal to or greater than 135
Hypertension,335661000000109,,CALIBER,Self measured blood pressure reading,,,Equal to or greater than 135 systolic OR 85 diastolic
Hypertension,314462001,,CALIBER,Average 24 hour diastolic blood pressure,,,Equal to or greater than 85
Hypertension,314449000,,CALIBER,Average 24 hour systolic blood pressure,,,Equal to or greater than 135
Hypertension,198081000000101,,CALIBER,Ambulatory systolic blood pressure,,,Equal to or greater than 135
Hypertension,198091000000104,,CALIBER,Ambulatory diastolic blood pressure,,,Equal to or greater than 85
Hypotension / syncope,398665005,1B62.,efi-hypotension,Syncope/vasovagal faint,5,,
Hypotension / syncope,162271007,1B68.,efi-hypotension,Felt faint,5,,
Hypotension / syncope,307280005,79370,efi-hypotension,Implantation of cardiac pacemaker system NEC,5,,
Hypotension / syncope,718685006,F1303,efi-hypotension,Parkinsonism with orthostatic hypotension,,,
Hypotension / syncope,45007003,G87..,efi-hypotension,Hypotension,,,
Hypotension / syncope,28651003,G870.,efi-hypotension,Orthostatic hypotension,,,
Hypotension / syncope,77545000,G871.,efi-hypotension,Chronic hypotension,,,
Hypotension / syncope,195506001,G872.,efi-hypotension,Idiopathic hypotension,,,
Hypotension / syncope,309585006,R002.,efi-hypotension,[D]Syncope and collapse,5,,
Hypotension / syncope,271594007,R002.,efi-hypotension,[D]Syncope and collapse,5,,
Hypotension / syncope,398652001,R0022,efi-hypotension,[D]Vasovagal attack,5,,
Hypotension / syncope,271787007,R0023,efi-hypotension,[D]Collapse,5,,
Hypotension / syncope,386705008,R0042,efi-hypotension,[D]Light-headedness,5,,
Hypotension / syncope,230664009,X00CT,efi-hypotension,Sympathotonic orthostatic hypotension,,,
Hypotension / syncope,234171009,X208R,efi-hypotension,Drug-induced hypotension,5,,
Hypotension / syncope,241727003,X70qY,efi-hypotension,Induced hypotension,5,,
Hypotension / syncope,248229009,X769i,efi-hypotension,Vasovagal symptom,5,,
Hypotension / syncope,270891002,XE2ah,efi-hypotension,Had a collapse,5,,
Hypotension / syncope,407645004,XaJDf,efi-hypotension,Dizziness on standing up,5,,
Hypotension / syncope,472960000,XaQi4,efi-hypotension,History of hypotension,5,,
Hypotension / syncope,501631000000108,,CALIBER,[D]Low blood pressure reading,5,,
Hypotension / syncope,271870002,,CALIBER,[D]Low blood pressure reading,5,,
Hypotension / syncope,163020007,,CALIBER,O/E - blood pressure reading,5,,3 readings less than 90 systolic or 60 diastolic EVER
Hypotension / syncope,163031004,,CALIBER,O/E - Diastolic BP reading,5,,3 readings less than 60 EVER
Hypotension / syncope,163030003,,,O/E - Systolic BP reading,5,,3 readings less than 90 EVER
Hypotension / syncope,163033001,,CALIBER,Lying blood pressure reading,5,,3 readings less than 90 systolic or 60 diastolic EVER
Hypotension / syncope,163034007,,CALIBER,Standing blood pressure reading,5,,3 readings less than 90 systolic or 60 diastolic EVER
Hypotension / syncope,163035008,,CALIBER,Sitting blood pressure reading,5,,3 readings less than 90 systolic or 60 diastolic EVER
Hypotension / syncope,400974009,,CALIBER,Standing systolic blood pressure,5,,3 readings less than 90 EVER
Hypotension / syncope,400975005,,CALIBER,Standing diastolic blood pressure,5,,3 readings less than 60 EVER
Hypotension / syncope,407554009,,CALIBER,Sitting systolic blood pressure,5,,3 readings less than 90 EVER
Hypotension / syncope,407555005,,CALIBER,Sitting diastolic blood pressure,5,,3 readings less than 60 EVER
Hypotension / syncope,407556006,,CALIBER,Lying systolic blood pressure,5,,3 readings less than 90 EVER
Hypotension / syncope,407557002,,CALIBER,Lying diastolic blood pressure,5,,3 readings less than 60 EVER
Hypotension / syncope,413605002,,CALIBER,Average home diastolic blood pressure,5,,3 readings less than 60 EVER
Hypotension / syncope,413606001,,CALIBER,Average home systolic blood pressure,5,,3 readings less than 90 EVER
Hypotension / syncope,335661000000109,,CALIBER,Self measured blood pressure reading,5,,3 readings less than 90 systolic or 60 diastolic EVER
Hypotension / syncope,314462001,,CALIBER,Average 24 hour diastolic blood pressure,5,,3 readings less than 60 EVER
Hypotension / syncope,314449000,,CALIBER,Average 24 hour systolic blood pressure,5,,3 readings less than 90 EVER
Hypotension / syncope,198081000000101,,CALIBER,Ambulatory systolic blood pressure,5,,3 readings less than 90 EVER
Hypotension / syncope,198091000000104,,CALIBER,Ambulatory diastolic blood pressure,5,,3 readings less than 60 EVER
Inflammatory arthritis,161567008,14G1.,efi-arthritis,H/O: rheumatoid arthritis,,,
Inflammatory arthritis,164456005,2G27.00,mar-rheumatoid, O/E-hands-rheumatoid spindling                               ,,,
Inflammatory arthritis,275920008,66H..13,mar-rheumatoid, Rheumatoid arthrit. monitoring                               ,,,
Inflammatory arthritis,268524007,66H..13,mar-rheumatoid, Rheumatoid arthrit. monitoring                               ,,,
Inflammatory arthritis,275902004,66H..13,mar-rheumatoid, Rheumatoid arthrit. monitoring                               ,,,
Inflammatory arthritis,27813003,7K6Z3,efi-arthritis,Injection into joint NEC,,,
Inflammatory arthritis,190828008,C340.,efi-arthritis,Gouty arthropathy,,,
Inflammatory arthritis,90560007,C34z.,efi-arthritis,Gout NOS,,,
Inflammatory arthritis,193180002,F371200,mar-rheumatoid, Polyneuropathy in rheumatoid arthritis                       ,,,
Inflammatory arthritis,193250002,F396400,mar-rheumatoid, Myopathy due to rheumatoid arthritis                         ,,,
Inflammatory arthritis,195136004,G5y8.00,mar-rheumatoid, Rheumatoid myocarditis                                       ,,,
Inflammatory arthritis,28880005,G5yA.00,mar-rheumatoid, Rheumatoid carditis                                          ,,,
Inflammatory arthritis,398726004,H570.00,mar-rheumatoid, Rheumatoid lung                                              ,,,
Inflammatory arthritis,239920006,N005.00,mar-rheumatoid, Adult Still's Disease                                        ,,,
Inflammatory arthritis,48440001,N023.,efi-arthritis,Gouty arthritis,,,
Inflammatory arthritis,35885006,N023.,efi-arthritis,Gouty arthritis,,,
Inflammatory arthritis,201727001,N0310,efi-arthritis,Arthropathy in ulcerative colitis,,,
Inflammatory arthritis,416956002,N04..,efi-arthritis,Inflamm polyarthropathy: (& [rheumatoid arthrit] or [other]),,,
Inflammatory arthritis,417373000,N04..,efi-arthritis,Inflamm polyarthropathy: (& [rheumatoid arthrit] or [other]),,,
Inflammatory arthritis,69896004,N040.,efi-arthritis,Rheumatoid arthritis,,,
Inflammatory arthritis,201764007,N0400,efi-arthritis,Rheumatoid arthritis of cervical spine,,,
Inflammatory arthritis,9631008,N0401,efi-arthritis,Other rheumatoid arthritis of spine,,,
Inflammatory arthritis,201766009,N040200,mar-rheumatoid, Rheumatoid arthritis of shoulder                             ,,,
Inflammatory arthritis,201768005,N0404,efi-arthritis,Rheumatoid arthritis of acromioclavicular joint,,,
Inflammatory arthritis,201769002,N0405,efi-arthritis,Rheumatoid arthritis of elbow,,,
Inflammatory arthritis,201770001,N040600,mar-rheumatoid, Rheumatoid arthritis of distal radio-ulnar joint             ,,,
Inflammatory arthritis,201771002,N040700,mar-rheumatoid, Rheumatoid arthritis of wrist                                ,,,
Inflammatory arthritis,201772009,N0408,efi-arthritis,Rheumatoid arthritis of metacarpophalangeal joint,,,
Inflammatory arthritis,201773004,N040900,mar-rheumatoid, Rheumatoid arthritis of PIP joint of finger                  ,,,
Inflammatory arthritis,201774005,N040A,efi-arthritis,Rheumatoid arthritis of DIP joint of finger,,,
Inflammatory arthritis,201775006,N040B00,mar-rheumatoid, Rheumatoid arthritis of hip                                  ,,,
Inflammatory arthritis,201776007,N040C,efi-arthritis,Rheumatoid arthritis of sacroiliac joint,,,
Inflammatory arthritis,201777003,N040D,efi-arthritis,Rheumatoid arthritis of knee,,,
Inflammatory arthritis,201779000,N040F00,mar-rheumatoid, Rheumatoid arthritis of ankle                                ,,,
Inflammatory arthritis,201780002,N040G,efi-arthritis,Rheumatoid arthritis of subtalar joint,,,
Inflammatory arthritis,201781003,N040H,efi-arthritis,Rheumatoid arthritis of talonavicular joint,,,
Inflammatory arthritis,429192004,N040J,efi-arthritis,Rheumatoid arthritis of other tarsal joint,,,
Inflammatory arthritis,201783000,N040K,efi-arthritis,Rheumatoid arthritis of first metatarsophalangeal joint,,,
Inflammatory arthritis,201784006,N040L,efi-arthritis,Rheumatoid arthritis of lesser metatarsophalangeal joint,,,
Inflammatory arthritis,201785007,N040M,efi-arthritis,Rheumatoid arthritis of interphalangeal joint of toe,,,
Inflammatory arthritis,400054000,N040N00,mar-rheumatoid, Rheumatoid vasculitis                                        ,,,
Inflammatory arthritis,239792003,N040P00,mar-rheumatoid, Seronegative rheumatoid arthritis                            ,,,
Inflammatory arthritis,84017003,N040Q00,mar-rheumatoid, Rheumatoid bursitis                                          ,,,
Inflammatory arthritis,33719002,N040R00,mar-rheumatoid, Rheumatoid nodule                                            ,,,
Inflammatory arthritis,287006005,N040S00,mar-rheumatoid, Rheumatoid arthritis - multiple joint                        ,,,
Inflammatory arthritis,201791009,N040T,efi-arthritis,Flare of rheumatoid arthritis,,,
Inflammatory arthritis,57160007,N041.00,mar-rheumatoid, Felty's syndrome                                             ,,,
Inflammatory arthritis,239793008,N042.00,mar-rheumatoid, Other rheumatoid arthropathy + visceral/systemic involvement ,,,
Inflammatory arthritis,308143008,N047.00,mar-rheumatoid, Seropositive errosive rheumatoid arthritis                   ,,,
Inflammatory arthritis,239791005,N04X.00,mar-rheumatoid," ""Seropositive rheumatoid arthritis, unspecified""              ",,,
Inflammatory arthritis,398640008,N04y012,mar-rheumatoid, Fibrosing alveolitis associated with rheumatoid arthritis    ,,,
Inflammatory arthritis,8847002,N11..,efi-arthritis,(Spondyl & allied dis) or (arthr spine) or (osteoarth spine),,,
Inflammatory arthritis,267969005,N11..,efi-arthritis,(Spondyl & allied dis) or (arthr spine) or (osteoarth spine),,,
Inflammatory arthritis,239795001,X701m,efi-arthritis,Rheumatoid arthritis with multisystem involvement,,,
Inflammatory arthritis,3723001,XM0Ai,efi-arthritis,Inflammatory arthritis,,,
Inflammatory arthritis,287007001,Xa3gM,efi-arthritis,Rheumatoid arthritis - hand joint,,,
Inflammatory arthritis,287008006,Xa3gN,efi-arthritis,Rheumatoid arthritis - ankle/foot,,,
Inflammatory arthritis,301877006,Xa87F,efi-arthritis,Injection of steroid into knee joint,,,
Inflammatory arthritis,443349002,XaN2K,efi-arthritis,Disease activity score in rheumatoid arthritis,,,
Inflammatory arthritis,10713006,Y70Dm,qof-ra,Fibrosing alveolitis-rheumat.,,,
Inflammatory arthritis,201788009,YMAqJ,qof-ra,Rheumatoid bursitis,,,
Inflammatory bowel disease,275549008,14C4.,efi-ibd,H/O: colitis (& [ulcerative]),,,
Inflammatory bowel disease,266999006,14C4.11,mar-bone_related_disease,h/o: ulcerative colitis,,,
Inflammatory bowel disease,909671000000101,8CA4W00,mar-bone_related_disease,dietary education for inflammatory bowel disease,,,
Inflammatory bowel disease,700104004,8Cc5.00,mar-bone_related_disease,management of inflammatory bowel disease,,,
Inflammatory bowel disease,196578009,J08z900,mar-bone_related_disease,orofacial crohn's disease,,,
Inflammatory bowel disease,69980003,J4...12,mar-bone_related_disease,inflammatory bowel disease,,,
Inflammatory bowel disease,14066009,J4...12,mar-bone_related_disease,inflammatory bowel disease,,,
Inflammatory bowel disease,24526004,J4...12,mar-bone_related_disease,inflammatory bowel disease,,,
Inflammatory bowel disease,307418008,J4...12,mar-bone_related_disease,inflammatory bowel disease,,,
Inflammatory bowel disease,34000006,J40..,efi-ibd,Enteritis: [regional-Crohn's disease] or [granulomatous],,,
Inflammatory bowel disease,56287005,J4000,efi-ibd,Crohn's disease of duodenum,,,
Inflammatory bowel disease,196977009,J400200,mar-bone_related_disease,crohn's disease of the terminal ileum,,,
Inflammatory bowel disease,38106008,J400300,mar-bone_related_disease,crohn's disease of the ileum unspecified,,,
Inflammatory bowel disease,414154002,J400500,mar-bone_related_disease,exacerbation of crohn's disease of small intestine,,,
Inflammatory bowel disease,56689002,J400z00,mar-bone_related_disease,crohn's disease of the small bowel nos,,,
Inflammatory bowel disease,3815005,J4011,efi-ibd,Crohn's proctitis,,,
Inflammatory bowel disease,414153008,J401200,mar-bone_related_disease,exacerbation of crohn's disease of large intestine,,,
Inflammatory bowel disease,7620006,J401z00,mar-bone_related_disease,crohn's disease of the large bowel nos,,,
Inflammatory bowel disease,50440006,J401z00,mar-bone_related_disease,crohn's disease of the large bowel nos,,,
Inflammatory bowel disease,64766004,J41..,efi-ibd,(Idiopath proctocol)/(muc colit/proctit)/(ulc colit/proctit),,,
Inflammatory bowel disease,43752006,J41..12,mar-bone_related_disease,ulcerative colitis and/or proctitis,,,
Inflammatory bowel disease,295046003,J41..12,mar-bone_related_disease,ulcerative colitis and/or proctitis,,,
Inflammatory bowel disease,418130002,J41..12,mar-bone_related_disease,ulcerative colitis and/or proctitis,,,
Inflammatory bowel disease,52506002,J410.00,mar-bone_related_disease,ulcerative proctocolitis,,,
Inflammatory bowel disease,196987008,J410000,mar-bone_related_disease,ulcerative ileocolitis,,,
Inflammatory bowel disease,52231000,J4103,efi-ibd,Ulcerative proctitis,,,
Inflammatory bowel disease,414156000,J410400,mar-bone_related_disease,exacerbation of ulcerative colitis,,,
Inflammatory bowel disease,235714007,J411.00,mar-bone_related_disease,ulcerative (chronic) enterocolitis,,,
Inflammatory bowel disease,444548001,J413.00,mar-bone_related_disease,ulcerative pancolitis,,,
Inflammatory bowel disease,201727001,N031000,mar-bone_related_disease,arthropathy in ulcerative colitis,,,
Inflammatory bowel disease,201728006,N031100,mar-bone_related_disease,arthropathy in crohn's disease,,,
Inflammatory bowel disease,201805000,N045300,mar-bone_related_disease,juvenile arthritis in crohn's disease,,,
Inflammatory bowel disease,201807008,N045400,mar-bone_related_disease,juvenile arthritis in ulcerative colitis,,,
Inflammatory bowel disease,235607002,X300J,efi-ibd,Crohn's disease of oesophagus,,,
Inflammatory bowel disease,273364009,ZR3S.00,mar-bone_related_disease,crohn's disease activity index,,,
Ischaemic heart disease,275544003,14A..,efi-ischaemic_hd,H/O: cardiovasc disease (& [heart disord][myocard problem]),,,
Ischaemic heart disease,266995000,14A..,efi-ischaemic_hd,H/O: cardiovasc disease (& [heart disord][myocard problem]),,,
Ischaemic heart disease,275905002,14A..,efi-ischaemic_hd,H/O: cardiovasc disease (& [heart disord][myocard problem]),,,
Ischaemic heart disease,161502000,14A3.00,mar-cardiovascular,H/O: myocardial infarct <60,,,
Ischaemic heart disease,161503005,14A4.,efi-ischaemic_hd,H/O: myocardial infarct at greater than 60,,,
Ischaemic heart disease,161504004,14A5.,efi-ischaemic_hd,H/O: angina pectoris,,,
Ischaemic heart disease,308065005,14AH.00,mar-cardiovascular,H/O: Myocardial infarction in last year,,,
Ischaemic heart disease,308068007,14AL.00,mar-cardiovascular,H/O: Treatment for ischaemic heart disease,,,
Ischaemic heart disease,164861001,322..,efi-ischaemic_hd,ECG: myocardial ischaemia,,,
Ischaemic heart disease,102594003,322Z.,efi-ischaemic_hd,ECG: myocardial ischaemia NOS,,,
Ischaemic heart disease,164865005,323..00,mar-cardiovascular,ECG: myocardial infarction,,,
Ischaemic heart disease,164868007,3233,mar-cardiovascular,ECG: antero-septal infarct.,,,
Ischaemic heart disease,164869004,3234,mar-cardiovascular,ECG:posterior/inferior infarct,,,
Ischaemic heart disease,164870003,3235,mar-cardiovascular,ECG: subendocardial infarct,,,
Ischaemic heart disease,164871004,3236,mar-cardiovascular,ECG: lateral infarction,,,
Ischaemic heart disease,170594001,662K0,efi-ischaemic_hd,Angina control - good,,,
Ischaemic heart disease,170595000,662K1,efi-ischaemic_hd,Angina control - poor,,,
Ischaemic heart disease,170597008,662K3,efi-ischaemic_hd,Angina control - worsening,,,
Ischaemic heart disease,315614006,6A2..00,mar-cardiovascular,Coronary heart disease annual review,,,
Ischaemic heart disease,390799004,6A4..00,mar-cardiovascular,Coronary heart disease review,,,
Ischaemic heart disease,31413008,792..,efi-ischaemic_hd,Coronary artery operations (& bypass),,,
Ischaemic heart disease,232717009,792..,efi-ischaemic_hd,Coronary artery operations (& bypass),,,
Ischaemic heart disease,11101003,7928,efi-ischaemic_hd,Percutaneous balloon angioplasty of coronary artery,,,
Ischaemic heart disease,315287002,889A.00,mar-cardiovascular,Diab mellit insulin-glucose infus acute myocardial infarct,,,
Ischaemic heart disease,394724007,8B3k.00,mar-cardiovascular,Coronary heart disease medication review,,,
Ischaemic heart disease,699245006,8H2V.00,mar-cardiovascular,Admit ischaemic heart disease emergency,,,
Ischaemic heart disease,414545008,G3...00,mar-cardiovascular,Ischaemic heart disease,,,
Ischaemic heart disease,443502000,G3...12,mar-cardiovascular,Atherosclerotic heart disease,,,
Ischaemic heart disease,53741008,G3...13,mar-cardiovascular,IHD - Ischaemic heart disease,,,
Ischaemic heart disease,57054005,G30..,efi-ischaemic_hd,(Myocard inf (& [ac][silent][card rupt])) or (coron thromb),,,
Ischaemic heart disease,22298006,G30..00,mar-cardiovascular,Acute myocardial infarction,,,
Ischaemic heart disease,398274000,G30..11,mar-cardiovascular,Attack - heart,,,
Ischaemic heart disease,233843008,G30..16,mar-cardiovascular,Thrombosis - coronary,,,
Ischaemic heart disease,233847009,G30..17,mar-cardiovascular,Silent myocardial infarction,,,
Ischaemic heart disease,52035003,G3010,,Acute anteroapical infarction,,,
Ischaemic heart disease,62695002,G301100,mar-cardiovascular,Acute anteroseptal infarction,,,
Ischaemic heart disease,54329005,G301z,,Anterior myocard.infarct NOS,,,
Ischaemic heart disease,65547006,G302.,,Acute inferolateral infarction,,,
Ischaemic heart disease,76593002,G303.00,mar-cardiovascular,Acute inferoposterior infarction,,,
Ischaemic heart disease,58612006,G305.,,Lateral myocardial infarct NOS,,,
Ischaemic heart disease,194802003,G306.00,mar-cardiovascular,True posterior myocardial infarction,,,
Ischaemic heart disease,70422006,G307.,,Acute subendocardial infarct,,,
Ischaemic heart disease,307140009,G307000,mar-cardiovascular,Acute non-Q wave infarction,,,
Ischaemic heart disease,304914007,G309.00,mar-cardiovascular,Acute Q-wave infarct,,,
Ischaemic heart disease,91335003,G30A.00,mar-cardiovascular,Mural thrombosis,,,
Ischaemic heart disease,15990001,G30B.00,mar-cardiovascular,Acute posterolateral myocardial infarction,,,
Ischaemic heart disease,401303003,G30X000,mar-cardiovascular,Acute ST segment elevation myocardial infarction,,,
Ischaemic heart disease,194809007,G30y0,,Acute atrial infarction,,,
Ischaemic heart disease,66189004,G310.00,mar-cardiovascular,Postmyocardial infarction syndrome,,,
Ischaemic heart disease,4557003,G311.,,Preinfarction syndrome,,,
Ischaemic heart disease,59021001,G311.,,Preinfarction syndrome,,,
Ischaemic heart disease,194821006,G311000,mar-cardiovascular,Myocardial infarction aborted,,,
Ischaemic heart disease,194823009,G31y0,,Acute coronary insufficiency,,,
Ischaemic heart disease,42531007,G31y100,mar-cardiovascular,Microinfarction of heart,,,
Ischaemic heart disease,46109009,G31y200,mar-cardiovascular,Subendocardial ischaemia,,,
Ischaemic heart disease,315026000,G31y300,mar-cardiovascular,Transient myocardial ischaemia,,,
Ischaemic heart disease,1755008,G32..12,mar-cardiovascular,Personal history of myocardial infarction,,,
Ischaemic heart disease,194828000,G33..,efi-ischaemic_hd,Angina,,,
Ischaemic heart disease,35928006,G3300,,Nocturnal angina,,,
Ischaemic heart disease,21470009,G33z2,,Syncope anginosa,,,
Ischaemic heart disease,314116003,G33z500,mar-cardiovascular,Post infarct angina,,,
Ischaemic heart disease,233817007,G340.12,mar-cardiovascular,Coronary artery disease,,,
Ischaemic heart disease,194843003,G3401,,Two coronary vessel disease,,,
Ischaemic heart disease,194849004,G343.,,Ischaemic cardiomyopathy,,,
Ischaemic heart disease,233823002,G344.00,mar-cardiovascular,Silent myocardial ischaemia,,,
Ischaemic heart disease,413844008,G34y1,efi-ischaemic_hd,Chronic myocardial ischaemia,,,
Ischaemic heart disease,413838009,G34yz,efi-ischaemic_hd,Other specified chronic ischaemic heart disease NOS,,,
Ischaemic heart disease,315348000,G34z000,mar-cardiovascular,Asymptomatic coronary heart disease,,,
Ischaemic heart disease,194856005,G35..,,Reinfarction of myocardium,,,
Ischaemic heart disease,194857001,G350.00,mar-cardiovascular,Subsequent myocardial infarction of anterior wall,,,
Ischaemic heart disease,194858006,G351.00,mar-cardiovascular,Subsequent myocardial infarction of inferior wall,,,
Ischaemic heart disease,371068009,G36..00,mar-cardiovascular,Certain current complication follow acute myocardial infarct,,,
Ischaemic heart disease,194862000,G360.00,mar-cardiovascular,Haemopericardium/current comp folow acut myocard infarct,,,
Ischaemic heart disease,194863005,G361.,efi-ischaemic_hd,Atrial septal defect/curr comp folow acut myocardal infarct,,,
Ischaemic heart disease,233846000,G362.00,mar-cardiovascular,Ventric septal defect/curr comp fol acut myocardal infarctn,,,
Ischaemic heart disease,194866002,G364.00,mar-cardiovascular,Ruptur chordae tendinae/curr comp fol acute myocard infarct,,,
Ischaemic heart disease,194867006,G365.00,mar-cardiovascular,Rupture papillary muscle/curr comp fol acute myocard infarct,,,
Ischaemic heart disease,194868001,G366.00,mar-cardiovascular,"Thrombosis atrium,auric append&vent/curr comp foll acute MI",,,
Ischaemic heart disease,129574000,G38..00,mar-cardiovascular,Postoperative myocardial infarction,,,
